Label,Vulnerability Name,Package Name,Package Version,Type,Publish Date
H,Cross-site Scripting (XSS),angularjs.core,"[,1.5.0)",NuGet,"2,Jan,2017"
H,Cross-site Scripting (XSS),angular,&lt;1.5.0-beta.2,npm,"2,Jan,2017"
H,Cross-site Scripting (XSS),org.webjars.npm:angular,"[,1.5.0-beta.2)",Maven,"2,Jan,2017"
H,Cross-site Scripting (XSS),org.webjars.bower:angular,"[,1.5.0-beta.2)",Maven,"2,Jan,2017"
M,Cross-site Scripting (XSS),monox.cms.runtime,"[0,]",NuGet,"3,Apr,2020"
M,Cross-site Scripting (XSS),sphinx,"[,3.0.4)",pip,"2,Apr,2020"
M,Cross-site Scripting (XSS),jquery,&gt;&#x3D;1.2.0 &lt;3.5.0,npm,"2,Apr,2020"
M,Cross-site Scripting (XSS),org.webjars:jquery,"[1.2.0 ,3.5.0)",Maven,"2,Apr,2020"
M,Cross-site Scripting (XSS),org.webjars.npm:jquery,"[1.2.0 ,3.5.0)",Maven,"2,Apr,2020"
M,Cross-site Scripting (XSS),org.webjars.bowergithub.jquery:jquery,"[1.2.0 ,3.5.0)",Maven,"2,Apr,2020"
M,Cross-site Scripting (XSS),org.webjars.bower:jquery,"[1.2.0 ,3.5.0)",Maven,"2,Apr,2020"
M,Cross-site Scripting (XSS),org.fujion.webjars:jquery,"[1.2.0 ,3.5.0)",Maven,"2,Apr,2020"
M,Cross-site Scripting (XSS),org.igniterealtime.openfire:xmppserver,"[0,]",Maven,"0,Jan,2020"
M,Cross-site Scripting (XSS),org.igniterealtime.openfire:xmppserver,"[0,]",Maven,"0,Jan,2020"
M,Cross-site Scripting (XSS),bbcode,"[,1.0.18)",pip,"1,Mar,2013"
M,Cross-site Scripting (XSS),bbcode,"[,1.0.9)",pip,"1,Mar,2013"
M,Cross-site Scripting (XSS),sentry,"[,5.4.4)",pip,"0,Mar,2013"
M,Cross-site Scripting (XSS),sentry,"[,5.4.4)",pip,"0,Mar,2013"
M,Cross-site Scripting (XSS),sentry,"[,7.4.0)",pip,"2,Feb,2015"
M,Cross-site Scripting (XSS),org.jruby:jruby,"[,1.4.1)",Maven,"2,Feb,2015"
M,Cross-site Scripting (XSS),org.jruby.jcodings:jcodings,"[,1.0.3)",Maven,"2,Feb,2015"
M,Cross-site Scripting (XSS),thelia/thelia,"&gt;&#x3D;2.1.0, &lt;2.1.2",Composer,"2,Feb,2015"
M,Cross-site Scripting (XSS),thelia/backoffice-default-template,"&gt;&#x3D;2.1.0, &lt;2.1.2",Composer,"2,Feb,2015"
M,Cross-site Scripting (XSS),org.jenkins-ci.plugins:testlink,"[,3.13)",Maven,"0,Apr,2018"
M,Cross-site Scripting (XSS),products.cmfcore,"[,2.1.0beta2)",pip,"0,Apr,2018"
M,Cross-site Scripting (XSS),prestashop/ps_facetedsearch,&lt;3.5.0,Composer,"2,Mar,2020"
M,Cross-site Scripting (XSS),org.jenkins-ci.main:jenkins-core,"[,2.228)",Maven,"2,Mar,2020"
M,Cross-site Scripting (XSS),org.jenkins-ci.main:jenkins-core,"[,2.228)",Maven,"2,Mar,2020"
M,Cross-site Scripting (XSS),org.jenkins-ci.plugins:queue-cleanup,"[,1.4)",Maven,"2,Mar,2020"
M,Cross-site Scripting (XSS),org.jenkins-ci.plugins:rapiddeploy-jenkins,"[0,]",Maven,"2,Mar,2020"
M,Cross-site Scripting (XSS),org.jenkins-ci.main:jenkins-core,"[,2.228)",Maven,"2,Mar,2020"
M,Cross-site Scripting (XSS),github.com/hashicorp/nomad/command/agent,&gt;&#x3D;0.3.0 &lt;0.10.5,Go,"2,Mar,2020"
M,Cross-site Scripting (XSS),tui-editor,&gt;&#x3D;0.0.0,npm,"2,Mar,2020"
M,Cross-site Scripting (XSS),@toast-ui/editor,&lt;2.1.0,npm,"2,Mar,2020"
M,Cross-site Scripting (XSS),org.webjars.npm:tui-editor,"[0.0.0,)",Maven,"2,Mar,2020"
M,Cross-site Scripting (XSS),org.webjars.bower:tui-editor,"[0.0.0,)",Maven,"2,Mar,2020"
M,Cross-site Scripting (XSS),kallithea,"[,0.2.1)",pip,"0,Nov,2017"
M,Cross-site Scripting (XSS),org.glassfish.grizzly:grizzly-project,"[,2.3.29)",Maven,"0,Nov,2017"
M,Cross-site Scripting (XSS),pypiserver,"[,1.1.7)",pip,"0,Nov,2017"
H,Cross-site Scripting (XSS),pygresql,"[,4.0)",pip,"0,Nov,2017"
L,Cross-site Scripting (XSS),products.portaltransforms,"[1.6.1,2.0.7)",pip,"0,Nov,2017"
M,Cross-site Scripting (XSS),graphite-web,"[,1.1.8)",pip,"0,May,2021"
M,Cross-site Scripting (XSS),epyk,"[,1.5.6)",pip,"0,May,2021"
M,Cross-site Scripting (XSS),oncall,"[0,1.4.1)",pip,"0,May,2021"
M,Cross-site Scripting (XSS),dash,"[,1.20.0)",pip,"0,May,2021"
M,Cross-site Scripting (XSS),fancyecommerce/fecshop,"&gt;&#x3D;2.0.0, &lt;2.7.0",Composer,"3,Apr,2021"
M,Cross-site Scripting (XSS),ghost,&gt;&#x3D;4.0.0 &lt;4.3.3,npm,"3,Apr,2021"
M,Cross-site Scripting (XSS),loofah,&lt;0.4.6,RubyGems,"0,Sep,2012"
M,Cross-site Scripting (XSS),activesupport,"&lt; 3.2.8, &gt;&#x3D; 3.2,&lt; 3.1.8, &gt;&#x3D; 3.1,&lt; 3.0.17",RubyGems,"0,Aug,2012"
M,Cross-site Scripting (XSS),actionpack,"&lt; 3.2.8, &gt;&#x3D; 3.2,&lt; 3.1.8, &gt;&#x3D; 3.1,&lt; 3.0.17, &gt;&#x3D; 2.4,&lt; 2.3.0",RubyGems,"0,Aug,2012"
M,Cross-site Scripting (XSS),spree,"&lt; 1.1.2, &gt;&#x3D; 1.1,&lt; 1.0.5, &gt;&#x3D; 0.71,&lt; 0.70.6, &gt;&#x3D; 0.12,&lt; 0.11.4",RubyGems,"0,Jul,2012"
M,Cross-site Scripting (XSS),django,"[,1.3.2),[1.4,1.4.1)",pip,"3,Jun,2012"
M,Cross-site Scripting (XSS),zendframework/zendframework1,"&gt;&#x3D;1, &lt;1.11.4",Composer,"1,Jun,2012"
M,Cross-site Scripting (XSS),typo3/cms,"&gt;&#x3D;7.0.0, &lt;7.1.0,&gt;&#x3D;6.2.0, &lt;6.2.38",Composer,"2,Jan,2020"
M,Cross-site Scripting (XSS),plone,"[0,5.2.2)",pip,"2,Jan,2020"
M,Cross-site Scripting (XSS),org.mitre:openid-connect-server-webapp,"[0,]",Maven,"2,Jan,2020"
M,Cross-site Scripting (XSS),org.mitre:openid-connect-common,"[0,]",Maven,"2,Jan,2020"
M,Cross-site Scripting (XSS),dolibarr/dolibarr,&lt;11.0.1,Composer,"2,Jan,2020"
M,Cross-site Scripting (XSS),dolibarr/dolibarr,&lt;11.0.1,Composer,"2,Jan,2020"
L,Cross-site Scripting (XSS),plone,"[0,5.2.2)",pip,"2,Jan,2020"
M,Cross-site Scripting (XSS),thorsten/phpmyfaq,&lt;2.9.9,Composer,"2,Feb,2018"
M,Cross-site Scripting (XSS),thorsten/phpmyfaq,&lt;2.9.9,Composer,"2,Feb,2018"
M,Cross-site Scripting (XSS),thorsten/phpmyfaq,&lt;2.9.9,Composer,"2,Feb,2018"
M,Cross-site Scripting (XSS),genix/cms,&lt;1.1.5,Composer,"2,Feb,2018"
M,Cross-site Scripting (XSS),genix/cms,&lt;1.1.5,Composer,"2,Feb,2018"
M,Cross-site Scripting (XSS),org.apache.struts.xwork:xwork-core,"[2,2.3.25)",Maven,"1,Mar,2016"
M,Cross-site Scripting (XSS),org.apache.struts:struts2-core,"[,2.3.28)",Maven,"1,Mar,2016"
H,Cross-site Scripting (XSS),github.com/astaxie/beego/session,&lt;1.12.2,Go,"2,Jun,2020"
M,Cross-site Scripting (XSS),org.wso2.carbon.identity.framework:org.wso2.carbon.policyeditor.ui,"[0, 5.16.118)",Maven,"1,Jun,2020"
M,Cross-site Scripting (XSS),org.wso2.carbon.identity.framework:org.wso2.carbon.policyeditor.ui,"[0, 5.16.72)",Maven,"1,Jun,2020"
M,Cross-site Scripting (XSS),ember,"[0,]",NuGet,"0,Nov,2015"
L,Cross-site Scripting (XSS),ember,"[1.4-alpha,1.4.0-beta2),[1.3,1.3.1),[1.2,1.2.1),[1.1,1.1.3),[1,1.0.1)",NuGet,"0,Nov,2015"
L,Cross-site Scripting (XSS),ember,"[1.2.0,1.2.2),[1.3.0,1.3.2)",NuGet,"0,Nov,2015"
M,Cross-site Scripting (XSS),dojo,"[,1.4.2)",NuGet,"0,Nov,2015"
M,Cross-site Scripting (XSS),datatables,"[,1.10.10)",NuGet,"0,Nov,2015"
M,Cross-site Scripting (XSS),mustache,&lt; 0.3.1,npm,"0,Nov,2015"
M,Cross-site Scripting (XSS),handlebars,&lt;&#x3D;1.0.0-beta.3,npm,"0,Nov,2015"
M,Cross-site Scripting (XSS),ember,"&gt;&#x3D; 1.0.0-rc.1 &lt;1.0.0-rc.1.1,&gt;&#x3D; 1.0.0-rc.2 &lt;1.0.0-rc.2.1,&gt;&#x3D; 1.0.0-rc.3 &lt;1.0.0-rc.3.1,&gt;&#x3D; 1.0.0-rc.4 &lt;1.0.0-rc.4.1,&gt;&#x3D; 1.0.0-rc.5 &lt;1.0.0-rc.5.1,&gt;&#x3D; 1.0.0-rc.6 &lt;1.0.0-rc.6.1",npm,"0,Nov,2015"
M,Cross-site Scripting (XSS),dojo,&lt;1.4.2,npm,"0,Nov,2015"
M,Cross-site Scripting (XSS),backbone,&lt;0.5.0,npm,"0,Nov,2015"
M,Cross-site Scripting (XSS),codeigniter/framework,"&lt;3.0.3,&gt;&#x3D;3.1, &lt;3.1.3",Composer,"2,Oct,2015"
M,Cross-site Scripting (XSS),org.apache.wicket:wicket,"[1.4.0,1.4.22),[1.5.0,1.5.10),[1.6,6.4.0)",Maven,"1,Oct,2015"
M,Cross-site Scripting (XSS),prestashop/ps_linklist,&lt;3.1.0,Composer,"1,Apr,2020"
H,Cross-site Scripting (XSS),prestashop/ps_linklist,&lt;3.1.0,Composer,"1,Apr,2020"
M,Cross-site Scripting (XSS),prestashop/ps_socialfollow,&lt;2.1.0,Composer,"1,Apr,2020"
M,Cross-site Scripting (XSS),dolibarr/dolibarr,&gt;&#x3D;10.0.6,Composer,"1,Apr,2020"
M,Cross-site Scripting (XSS),org.apache.cxf:cxf-rt-transports-http,"[,3.2.12),[3.3.0, 3.3.5)",Maven,"1,Jan,2020"
M,Cross-site Scripting (XSS),org.apache.cxf:cxf-bundle,"[3.0.0-milestone2,]",Maven,"1,Jan,2020"
M,Cross-site Scripting (XSS),privatebin/privatebin,"&gt;1.2, &lt;1.2.2,&gt;&#x3D;1.3, &lt;1.3.2",Composer,"1,Jan,2020"
M,Cross-site Scripting (XSS),apache-airflow,"[,1.10.5)",pip,"1,Jan,2020"
M,Cross-site Scripting (XSS),org.apache.archiva:archiva,"[1.2,1.2.2),[1.3,1.3.8)",Maven,"1,Sep,2017"
M,Cross-site Scripting (XSS),rsanic,"[,0.2.2)",pip,"1,Sep,2017"
M,Cross-site Scripting (XSS),dpaste,"[,2.8)",pip,"1,Sep,2017"
M,Cross-site Scripting (XSS),onegov.form,"[,0.16.1)",pip,"1,Sep,2017"
M,Cross-site Scripting (XSS),ftw.mail,"[,2.2.3)",pip,"1,Sep,2017"
M,Cross-site Scripting (XSS),django-sql-explorer,"[,1.1.0)",pip,"1,Sep,2017"
M,Cross-site Scripting (XSS),django-material-orange,"[,0.9.0)",pip,"1,Sep,2017"
M,Cross-site Scripting (XSS),org.jenkins-ci.plugins:cucumber-living-documentation,"[,1.1.0)",Maven,"1,Apr,2018"
M,Cross-site Scripting (XSS),typo3/cms,"&lt;8.7.11,&gt;&#x3D;9.0.0, &lt;9.1.0",Composer,"0,Apr,2018"
M,Cross-site Scripting (XSS),foundation-sites,&lt;6.0.0,npm,"0,Aug,2017"
M,Cross-site Scripting (XSS),rack-tracker,&lt;1.0.2,RubyGems,"0,Aug,2017"
M,Cross-site Scripting (XSS),magento/community-edition,"&lt;2.3.6-p1,&gt;&#x3D;2.4.0, &lt;2.4.2",Composer,"1,Feb,2021"
M,Cross-site Scripting (XSS),magento/community-edition,"&lt;2.3.6-p1,&gt;&#x3D;2.4.0, &lt;2.4.2",Composer,"1,Feb,2021"
M,Cross-site Scripting (XSS),magento/community-edition,"&lt;2.3.6-p1,&gt;&#x3D;2.4.0, &lt;2.4.2",Composer,"1,Feb,2021"
M,Cross-site Scripting (XSS),apexcharts,&lt;3.24.0,npm,"0,Feb,2021"
M,Cross-site Scripting (XSS),org.webjars.npm:apexcharts,"[,3.27.1)",Maven,"0,Feb,2021"
M,Cross-site Scripting (XSS),nilsteampassnet/teampass,&lt;2.1.27.9,Composer,"2,Feb,2018"
M,Cross-site Scripting (XSS),cheerio,&lt;&#x3D;0.8.3,npm,"2,Oct,2016"
M,Cross-site Scripting (XSS),jquery-rails,&lt;1.0.16,RubyGems,"2,Oct,2016"
M,Cross-site Scripting (XSS),jquery-rails,"&gt;&#x3D;2.0.1, &lt;2.2.0",RubyGems,"2,Oct,2016"
M,Cross-site Scripting (XSS),jquery-rails,"&gt;&#x3D;0.2.5, &lt;1.0.15",RubyGems,"2,Oct,2016"
M,Cross-site Scripting (XSS),jquery,"[1.7.1,1.9.0)",NuGet,"2,Oct,2016"
M,Cross-site Scripting (XSS),jquery,"[,1.6.3)",NuGet,"2,Oct,2016"
M,Cross-site Scripting (XSS),jquery,"[1.4.2,1.6.2)",NuGet,"2,Oct,2016"
M,Cross-site Scripting (XSS),jquery,&lt;1.6.3,npm,"2,Oct,2016"
M,Cross-site Scripting (XSS),jquery,&lt;1.9.1,npm,"2,Oct,2016"
M,Cross-site Scripting (XSS),jquery,&gt;&#x3D;1.4.2 &lt;1.6.2,npm,"2,Oct,2016"
M,Cross-site Scripting (XSS),org.wicketstuff:jquery,"[0,]",Maven,"2,Oct,2016"
M,Cross-site Scripting (XSS),org.webjars:jquery,"(,1.6.3)",Maven,"2,Oct,2016"
M,Cross-site Scripting (XSS),org.webjars:jquery,"[1.4.2,1.6.2)",Maven,"2,Oct,2016"
M,Cross-site Scripting (XSS),org.webjars:jquery,"[1.7.1,1.9.0)",Maven,"2,Oct,2016"
M,Cross-site Scripting (XSS),org.webjars.npm:jquery,"[1.7.1,1.9.0)",Maven,"2,Oct,2016"
M,Cross-site Scripting (XSS),org.webjars.bower:jquery,"(,1.6.3)",Maven,"2,Oct,2016"
M,Cross-site Scripting (XSS),org.webjars.bower:jquery,"[1.4.2,1.6.2)",Maven,"2,Oct,2016"
M,Cross-site Scripting (XSS),org.webjars.bower:jquery,"[1.7.1,1.9.0)",Maven,"2,Oct,2016"
M,Cross-site Scripting (XSS),org.fujion.webjars:jquery,"[,1.7.0)",Maven,"2,Oct,2016"
M,Cross-site Scripting (XSS),org.fujion.webjars:jquery,"[1.7.1,1.9.0)",Maven,"2,Oct,2016"
M,Cross-site Scripting (XSS),org.fujion.webjars:jquery,"[1.4.4,1.7.0)",Maven,"2,Oct,2016"
M,Cross-site Scripting (XSS),actionpack,"&lt; 3.2.13, &gt;&#x3D; 3.2,&lt; 3.1.12, &gt;&#x3D; 2.4,&lt; 2.3.18",RubyGems,"1,Oct,2016"
M,Cross-site Scripting (XSS),actionpack,"&lt; 3.2.8, &gt;&#x3D; 3.2,&lt; 3.1.8, &gt;&#x3D; 3.1,&lt; 3.0.17",RubyGems,"1,Oct,2016"
H,Cross-site Scripting (XSS),shave,&lt;2.5.3,npm,"1,Apr,2019"
M,Cross-site Scripting (XSS),ngx-bootstrap,*,npm,"1,Apr,2019"
M,Cross-site Scripting (XSS),org.webjars.npm:ngx-bootstrap,"[0,]",Maven,"1,Apr,2019"
M,Cross-site Scripting (XSS),actionview,"&gt;&#x3D;5.0.0.0, &lt;5.0.0.1,&gt;&#x3D;3.2.23, &lt;4.2.7.1,&gt;&#x3D;3.0.0, &lt;3.2.22.3",RubyGems,"1,Aug,2016"
M,Cross-site Scripting (XSS),sanitize-html,&lt;&#x3D;1.4.2,npm,"0,Aug,2016"
M,Cross-site Scripting (XSS),zms3,"[3.2,3.3.0)",pip,"2,Jul,2016"
M,Cross-site Scripting (XSS),sentry,"[8,8.7.0)",pip,"2,Jul,2016"
H,Cross-site Scripting (XSS),emojione,"[,1.3.1)",NuGet,"2,Jul,2016"
H,Cross-site Scripting (XSS),fuelux,&lt;3.15.7,npm,"2,Jul,2016"
H,Cross-site Scripting (XSS),org.webjars:fuelux,"[0,]",Maven,"2,Jul,2016"
H,Cross-site Scripting (XSS),org.webjars.npm:fuelux,"[0,]",Maven,"2,Jul,2016"
H,Cross-site Scripting (XSS),org.webjars.bower:fuelux,"[0,]",Maven,"2,Jul,2016"
H,Cross-site Scripting (XSS),jqtree,&lt;1.3.4,npm,"2,Jul,2016"
H,Cross-site Scripting (XSS),org.webjars.npm:jqtree,"[,1.3.4)",Maven,"2,Jul,2016"
H,Cross-site Scripting (XSS),org.webjars.bower:jqtree,"[0,]",Maven,"2,Jul,2016"
H,Cross-site Scripting (XSS),swagger-ui,&lt;2.2.1,npm,"2,Jul,2016"
H,Cross-site Scripting (XSS),org.webjars:swagger-ui,"[,2.2.2)",Maven,"2,Jul,2016"
H,Cross-site Scripting (XSS),org.webjars.npm:swagger-ui,"[,2.2.8)",Maven,"2,Jul,2016"
H,Cross-site Scripting (XSS),org.webjars.bower:swagger-ui,"(,2.2.1)",Maven,"2,Jul,2016"
H,Cross-site Scripting (XSS),emojione,&lt;1.3.1,npm,"2,Jul,2016"
H,Cross-site Scripting (XSS),org.webjars.npm:emojione,"[,1.3.1)",Maven,"2,Jul,2016"
H,Cross-site Scripting (XSS),mrk.js,&lt;2.0.1,npm,"0,Mar,2018"
C,Cross-site Scripting (XSS),simplehttpserver,*,npm,"0,Mar,2018"
C,Cross-site Scripting (XSS),anywhere,&lt;1.5.0,npm,"0,Mar,2018"
M,Cross-site Scripting (XSS),drupal/drupal,"&gt;&#x3D;7.0.0, &lt;7.57,&gt;&#x3D;8.0.0, &lt;8.4.5",Composer,"0,Mar,2018"
M,Cross-site Scripting (XSS),drupal/drupal,"&gt;&#x3D;7.0.0, &lt;7.57,&gt;&#x3D;8.0.0, &lt;8.4.0",Composer,"0,Mar,2018"
M,Cross-site Scripting (XSS),modx/revolution,&lt;&#x3D;2.7.0,Composer,"0,Feb,2019"
M,Cross-site Scripting (XSS),html-pages,*,npm,"0,Feb,2019"
M,Cross-site Scripting (XSS),aheinze/cockpit,&lt;0.6.2,Composer,"2,Oct,2018"
M,Cross-site Scripting (XSS),next,&gt;&#x3D;7.0.0 &lt;7.0.2,npm,"1,Oct,2018"
M,Cross-site Scripting (XSS),org.primefaces:primefaces,"[,6.2)",Maven,"0,Mar,2018"
M,Cross-site Scripting (XSS),org.primefaces:primefaces,"[,6.2)",Maven,"0,Mar,2018"
M,Cross-site Scripting (XSS),drupal/core,"&gt;&#x3D;7.0,&lt;7.57,&gt;&#x3D;8.0,&lt;8.4.5",Composer,"0,Mar,2018"
M,Cross-site Scripting (XSS),drupal/core,"&gt;&#x3D;7.0.0,&lt;7.57,&gt;&#x3D;8.0.0,&lt;8.4.0",Composer,"0,Mar,2018"
M,Cross-site Scripting (XSS),org.apache.jspwiki:jspwiki-main,"[,2.11.0.M4)",Maven,"2,May,2019"
M,Cross-site Scripting (XSS),ezsystems/ezplatform-admin-ui,"&gt;&#x3D;1.3.0, &lt;1.3.5,&gt;&#x3D;1.4.0, &lt;1.4.4",Composer,"1,May,2019"
M,Cross-site Scripting (XSS),bootbox,*,npm,"1,May,2019"
M,Cross-site Scripting (XSS),org.webjars:bootbox,"(,)",Maven,"1,May,2019"
M,Cross-site Scripting (XSS),org.webjars.npm:bootbox,"(,)",Maven,"1,May,2019"
M,Cross-site Scripting (XSS),org.webjars.bowergithub.makeusabrew:bootbox,"(,)",Maven,"1,May,2019"
M,Cross-site Scripting (XSS),org.webjars.bower:bootbox,"(,)",Maven,"1,May,2019"
M,Cross-site Scripting (XSS),semantic-ui-search,*,npm,"1,May,2019"
M,Cross-site Scripting (XSS),semantic-ui,*,npm,"1,May,2019"
M,Cross-site Scripting (XSS),fomantic-ui,&lt;2.7.0,npm,"1,May,2019"
M,Cross-site Scripting (XSS),org.w3c.css:css-validator,"[0,]",Maven,"2,Jun,2020"
H,Cross-site Scripting (XSS),docsify,&lt;4.11.4,npm,"2,Jun,2020"
H,Cross-site Scripting (XSS),org.webjars.npm:docsify,"[0,]",Maven,"2,Jun,2020"
M,Cross-site Scripting (XSS),redoc,&lt;2.0.0-rc.28,npm,"2,Jun,2020"
M,Cross-site Scripting (XSS),org.webjars:redoc,"[,2.0.0-rc.28)",Maven,"2,Jun,2020"
M,Cross-site Scripting (XSS),org.webjars.npm:redoc,"[,2.0.0-rc.28)",Maven,"2,Jun,2020"
M,Cross-site Scripting (XSS),org.webjars.bower:redoc,"[,2.0.0-rc.28)",Maven,"2,Jun,2020"
M,Cross-site Scripting (XSS),dotnetnuke.web,"[,6.2.9),[7.0,7.1.1)",NuGet,"1,Apr,2019"
M,Cross-site Scripting (XSS),dotnetnuke.core,"[,6.2.9),[7.0,7.1.1)",NuGet,"1,Apr,2019"
M,Cross-site Scripting (XSS),dotnetnuke.web,"[6.0.0,6.1.0)",NuGet,"1,Apr,2019"
M,Cross-site Scripting (XSS),dotnetnuke.core,"[6.0.0,6.1.0)",NuGet,"1,Apr,2019"
M,Cross-site Scripting (XSS),com.xuxueli:xxl-job,"[0,]",Maven,"2,Dec,2020"
H,Cross-site Scripting (XSS),cardgate/magento2,&gt;&#x3D;0.0.0,Composer,"2,Dec,2020"
H,Cross-site Scripting (XSS),vega,&lt;5.17.1,npm,"2,Dec,2020"
H,Cross-site Scripting (XSS),org.webjars.npm:vega,"[0,)",Maven,"2,Dec,2020"
H,Cross-site Scripting (XSS),org.webjars.bowergithub.vega:vega,"[0,5.17.1)",Maven,"2,Dec,2020"
H,Cross-site Scripting (XSS),org.webjars.bower:vega,"[0,)",Maven,"2,Dec,2020"
M,Cross-site Scripting (XSS),mediawiki/core,&gt;&#x3D;0.0.0,Composer,"2,Dec,2020"
M,Cross-site Scripting (XSS),mediawiki/core,&gt;&#x3D;0.0.0,Composer,"2,Dec,2020"
M,Cross-site Scripting (XSS),kaminari,&lt;1.2.1,RubyGems,"2,May,2020"
H,Cross-site Scripting (XSS),magento/core,"&gt;&#x3D;2.3.0, &lt;2.3.3,&lt;2.2.10",Composer,"2,May,2020"
H,Cross-site Scripting (XSS),magento/community-edition,&lt;1.9.4.4,Composer,"2,May,2020"
H,Cross-site Scripting (XSS),magento/core,"&gt;&#x3D;2.3.0, &lt;2.3.4,&lt;2.2.11",Composer,"2,May,2020"
H,Cross-site Scripting (XSS),magento/community-edition,&lt;1.9.4.4,Composer,"2,May,2020"
M,Cross-site Scripting (XSS),org.apache.atlas:apache-atlas,"[,0.7.1-incubating)",Maven,"3,Aug,2017"
M,Cross-site Scripting (XSS),org.apache.atlas:apache-atlas,"[,0.7.1-incubating)",Maven,"3,Aug,2017"
M,Cross-site Scripting (XSS),org.apache.atlas:apache-atlas,"[,0.7.1-incubating)",Maven,"3,Aug,2017"
M,Cross-site Scripting (XSS),org.apache.atlas:apache-atlas,"[,0.7.1-incubating)",Maven,"3,Aug,2017"
M,Cross-site Scripting (XSS),superset_hand,"[,0.11.0)",pip,"3,Aug,2017"
M,Cross-site Scripting (XSS),simplesamlphp/simplesamlphp,&lt;1.14.16,Composer,"2,Aug,2017"
M,Cross-site Scripting (XSS),ezsystems/ezpublish-legacy,"&gt;&#x3D;5.4.0, &lt;5.4.10,&gt;&#x3D;5.3.0, &lt;5.3.12.1",Composer,"1,Aug,2017"
M,Cross-site Scripting (XSS),erusev/parsedown,&lt;1.7.0,Composer,"0,Mar,2018"
M,Cross-site Scripting (XSS),simditor,&lt;2.3.22,npm,"0,Mar,2018"
M,Cross-site Scripting (XSS),knockout,&lt;3.5.0-beta,npm,"0,Mar,2018"
M,Cross-site Scripting (XSS),org.webjars:simditor,"[0,]",Maven,"0,Mar,2018"
M,Cross-site Scripting (XSS),org.webjars:knockout,"(,3.5.0-beta)",Maven,"0,Mar,2018"
M,Cross-site Scripting (XSS),org.webjars.npm:knockout,"(,3.5.0-beta)",Maven,"0,Mar,2018"
M,Cross-site Scripting (XSS),org.webjars.bowergithub.knockout:knockout,"(,3.5.0-beta)",Maven,"0,Mar,2018"
M,Cross-site Scripting (XSS),org.webjars.bower:simditor,"[0,]",Maven,"0,Mar,2018"
M,Cross-site Scripting (XSS),org.webjars.bower:knockout,"[0,]",Maven,"0,Mar,2018"
M,Cross-site Scripting (XSS),org.jszip.redist:knockout,"[0,]",Maven,"0,Mar,2018"
M,Cross-site Scripting (XSS),li.rudin.mavenjs:knockout,"[0,]",Maven,"0,Mar,2018"
M,Cross-site Scripting (XSS),kibana,&gt;&#x3D;6.1.0 &lt;6.1.3,npm,"0,Mar,2018"
M,Cross-site Scripting (XSS),kibana,"&gt;&#x3D;5.1.1 &lt;5.6.7,&gt;&#x3D;6.0.0 &lt;6.1.3",npm,"0,Mar,2018"
M,Cross-site Scripting (XSS),dolibarr/dolibarr,&lt;7.0.2,Composer,"2,May,2018"
C,Cross-site Scripting (XSS),react-marked-markdown,*,npm,"2,May,2018"
M,Cross-site Scripting (XSS),org.jenkins-ci.main:jenkins-core,"[,2.32.2),[2.40,2.44)",Maven,"2,May,2018"
M,Cross-site Scripting (XSS),org.jenkins-ci.main:jenkins-core,"[,1.625.2),[1.630,1.638)",Maven,"2,May,2018"
M,Cross-site Scripting (XSS),cakephp/cakephp,"&gt;&#x3D;3.6.0, &lt;3.6.4,&gt;&#x3D;3.4.0, &lt;3.4.14,&gt;&#x3D;3.5.0, &lt;3.5.17",Composer,"2,May,2018"
M,Cross-site Scripting (XSS),org.jenkins-ci.main:jenkins-war,"[,2.32.2),[2.40, 2.44)",Maven,"2,May,2018"
H,Cross-site Scripting (XSS),org.webjars:tinymce,"(,4.2.0)",Maven,"0,Jan,2017"
H,Cross-site Scripting (XSS),org.webjars.bower:tinymce,"(,4.2.0)",Maven,"0,Jan,2017"
M,Cross-site Scripting (XSS),typo3/cms-core,"&gt;&#x3D;8.3.0, &lt;8.7.27,&gt;&#x3D;9.0.0, &lt;9.5.8",Composer,"2,Jun,2019"
M,Cross-site Scripting (XSS),typo3/cms,"&gt;&#x3D;8.3.0, &lt;8.7.27,&gt;&#x3D;9.0.0, &lt;9.5.8",Composer,"2,Jun,2019"
H,Cross-site Scripting (XSS),shopware/shopware,&lt;5.5.8,Composer,"2,Jun,2019"
M,Cross-site Scripting (XSS),keystone,&lt;4.0.0-beta.1,npm,"2,Jun,2019"
H,Cross-site Scripting (XSS),keystone,&lt;4.0.0-beta.1,npm,"2,Jun,2019"
M,Cross-site Scripting (XSS),org.airsonic.player:airsonic-main,"[,10.3.0)",Maven,"2,Jun,2019"
M,Cross-site Scripting (XSS),@berslucas/liljs,&lt;1.0.2,npm,"2,Jun,2019"
M,Cross-site Scripting (XSS),padrino-contrib,&gt;&#x3D;0.0.0,RubyGems,"0,Sep,2019"
M,Cross-site Scripting (XSS),weison-tech/yii2-cms,&gt;&#x3D;0.0.0,Composer,"0,Sep,2019"
M,Cross-site Scripting (XSS),getgrav/grav,"&gt;&#x3D;0.0.0, &lt;1.6.16",Composer,"0,Sep,2019"
M,Cross-site Scripting (XSS),sidekiq,&lt; 3.4.0,RubyGems,"2,Apr,2015"
M,Cross-site Scripting (XSS),ember-source,"&gt;&#x3D;1.11.0, &lt;1.11.2,&gt;&#x3D;1.10.0, &lt;1.10.1",RubyGems,"1,Apr,2015"
