Label,Vulnerability Name,Package Name,Package Version,Type,Publish Date
H,Cross-site Scripting (XSS),redcarpet,&lt; 3.2.3,RubyGems,"0,Apr,2015"
M,Cross-site Scripting (XSS),org.directwebremoting:dwr,"[,2.0.11),[3-alpha,3.0.RC3)",Maven,"0,Apr,2015"
M,Cross-site Scripting (XSS),org.apache.hadoop:hadoop-ozone-s3gateway,"[,0.4.1-alpha)",Maven,"2,Feb,2020"
M,Cross-site Scripting (XSS),bleach,"[,3.1.1)",pip,"2,Feb,2020"
H,Cross-site Scripting (XSS),dnn.platform,"[0,]",NuGet,"2,Feb,2020"
M,Cross-site Scripting (XSS),org.igniterealtime.openfire:xmppserver,"[,4.5.0)",Maven,"2,Feb,2020"
C,Cross-site Scripting (XSS),strapi-plugin-content-manager,&lt;3.2.5,npm,"2,Oct,2020"
C,Cross-site Scripting (XSS),scratch-svg-renderer,&lt;0.2.0-prerelease.20201019174008,npm,"2,Oct,2020"
M,Cross-site Scripting (XSS),hermes-engine,&lt;0.7.2,npm,"2,Oct,2020"
H,Cross-site Scripting (XSS),enshrined/svg-sanitize,&lt;0.12.0,Composer,"1,Nov,2019"
L,Cross-site Scripting (XSS),tomcat:tomcat-http11,"[,4.1.36)",Maven,"1,Nov,2019"
H,Cross-site Scripting (XSS),org.apache.activemq:activemq-web-console,"[5.0.0,5.15.12)",Maven,"1,May,2020"
M,Cross-site Scripting (XSS),summernote,*,npm,"1,May,2020"
M,Cross-site Scripting (XSS),org.webjars:summernote,"[0,]",Maven,"1,May,2020"
M,Cross-site Scripting (XSS),org.webjars.npm:summernote,"[0,]",Maven,"1,May,2020"
M,Cross-site Scripting (XSS),org.webjars.bowergithub.summernote:summernote,"[0,]",Maven,"1,May,2020"
M,Cross-site Scripting (XSS),org.webjars.bower:summernote,"[0,]",Maven,"1,May,2020"
M,Cross-site Scripting (XSS),t3g/svg-sanitizer,&lt;1.0.3,Composer,"1,May,2020"
M,Cross-site Scripting (XSS),zope2,"[2.8.0,2.8.12),[2.9.0,2.9.12),[2.10.0,2.10.11),[2.11.0,2.11.6),[2.12.0,2.12.3),[3.1.1,3.4.1)",pip,"1,May,2020"
M,Cross-site Scripting (XSS),ejs,&lt;2.5.5,npm,"0,Dec,2016"
M,Cross-site Scripting (XSS),org.webjars.npm:ejs,"(,2.5.5)",Maven,"0,Dec,2016"
M,Cross-site Scripting (XSS),ejs,"[,2.5.5)",NuGet,"0,Dec,2016"
M,Cross-site Scripting (XSS),sentry,"[7.1.0,7.4.0)",pip,"0,Dec,2016"
M,Cross-site Scripting (XSS),jquery,"[1.4.0, 1.12.0),(1.12.3, 3.0.0-beta1)",NuGet,"2,Nov,2016"
M,Cross-site Scripting (XSS),jquery,"[,1.12.2),[1.12.3 ,2.2.2),[2.2.3,3.0.0)",NuGet,"2,Nov,2016"
M,Cross-site Scripting (XSS),jquery,"&lt;1.12.2,&gt;&#x3D;1.12.3 &lt;2.2.2,&gt;&#x3D;2.2.3 &lt;3.0.0",npm,"2,Nov,2016"
M,Cross-site Scripting (XSS),org.wicketstuff:jquery,"[0,]",Maven,"2,Nov,2016"
M,Cross-site Scripting (XSS),org.webjars:jquery,"(,1.12.2),[1.12.3,2.2.2),[2.2.3,3.0.0)",Maven,"2,Nov,2016"
M,Cross-site Scripting (XSS),lxml,"[,3.3.5)",pip,"1,Apr,2014"
M,Cross-site Scripting (XSS),twitter-bootstrap-rails,&lt; 3.2.0,RubyGems,"2,Mar,2014"
M,Cross-site Scripting (XSS),askbot,"[0.6.0,0.7.49)",pip,"2,Feb,2014"
M,Cross-site Scripting (XSS),nilsteampassnet/teampass,&gt;&#x3D;0.0.0,Composer,"2,Sep,2019"
H,Cross-site Scripting (XSS),pdfjs-dist,&lt;2.0.943,npm,"2,Sep,2019"
H,Cross-site Scripting (XSS),org.webjars.npm:pdfjs-dist,"(,2.0.943)",Maven,"2,Sep,2019"
H,Cross-site Scripting (XSS),org.webjars.bowergithub.mozilla:pdfjs-dist,"[,2.0.943)",Maven,"2,Sep,2019"
H,Cross-site Scripting (XSS),org.webjars.bower:pdfjs-dist,"(,2.0.943)",Maven,"2,Sep,2019"
M,Cross-site Scripting (XSS),com.liferay:com.liferay.journal.taglib,"[,3.0.3)",Maven,"2,Sep,2019"
L,Cross-site Scripting (XSS),webtorrent,&lt;0.107.6,npm,"2,Aug,2019"
L,Cross-site Scripting (XSS),org.webjars.npm:webtorrent,"[0,]",Maven,"2,Aug,2019"
C,Cross-site Scripting (XSS),vant,&lt;2.1.8,npm,"2,Aug,2019"
M,Cross-site Scripting (XSS),org.jenkins-ci.main:jenkins-core,"[,2.176.2),[2.177,2.192)",Maven,"2,Aug,2019"
M,Cross-site Scripting (XSS),atlasboard-atlassian-package,*,npm,"0,Jan,2020"
M,Cross-site Scripting (XSS),genix/cms,&lt;1.1.6,Composer,"3,Dec,2019"
M,Cross-site Scripting (XSS),seeftl,*,npm,"3,Dec,2019"
H,Cross-site Scripting (XSS),fileview,*,npm,"2,Dec,2019"
M,Cross-site Scripting (XSS),com.google.gwt:gwt,"[2.4.0-rc1, 2.4.0)",Maven,"2,Mar,2017"
M,Cross-site Scripting (XSS),jspdf,&lt;1.1.135,npm,"2,Mar,2017"
M,Cross-site Scripting (XSS),org.webjars:jspdf,"(,1.1.135)",Maven,"2,Mar,2017"
M,Cross-site Scripting (XSS),org.webjars.npm:jspdf,"(,1.1.135)",Maven,"2,Mar,2017"
M,Cross-site Scripting (XSS),org.webjars.bower:jspdf,"(,1.1.135)",Maven,"2,Mar,2017"
M,Cross-site Scripting (XSS),apache-airflow,"[1.6.0, 1.9.0)",pip,"2,Mar,2017"
M,Cross-site Scripting (XSS),ghost,"[0.8.0,0.11.4)",NuGet,"2,Mar,2017"
M,Cross-site Scripting (XSS),ghost,"[1.0.0-alpha.1,1.0.0-alpha.5),[0.8,0.11.2)",NuGet,"2,Mar,2017"
M,Cross-site Scripting (XSS),ghost,"[,0.5.9)",NuGet,"2,Mar,2017"
M,Cross-site Scripting (XSS),pannellum,&gt;&#x3D;2.5.0 &lt;2.5.5,npm,"2,Nov,2019"
M,Cross-site Scripting (XSS),org.webjars.npm:pannellum,"[0,]",Maven,"2,Nov,2019"
H,Cross-site Scripting (XSS),pressbooks/pressbooks,&lt;5.18.0,Composer,"2,Jan,2021"
M,Cross-site Scripting (XSS),flarum/sticky,"&gt;&#x3D;v0.1.0-beta.14, &lt;v0.1.0-beta.15.1",Composer,"2,Jan,2021"
M,Cross-site Scripting (XSS),datatables,&lt;1.10.10,npm,"1,Sep,2015"
M,Cross-site Scripting (XSS),org.webjars:datatables,"(,1.10.10)",Maven,"1,Sep,2015"
M,Cross-site Scripting (XSS),org.webjars.npm:datatables,"(,1.10.10)",Maven,"1,Sep,2015"
M,Cross-site Scripting (XSS),org.webjars.bower:datatables,"(,1.10.10)",Maven,"1,Sep,2015"
M,Cross-site Scripting (XSS),silverstripe/framework,&lt;3.1.14,Composer,"1,Sep,2015"
M,Cross-site Scripting (XSS),silverstripe/framework,&lt;3.1.14,Composer,"1,Sep,2015"
M,Cross-site Scripting (XSS),plone,"[,4.3.7)",pip,"1,Sep,2015"
L,Cross-site Scripting (XSS),typo3/cms,"&gt;&#x3D;6.2.0, &lt;6.2.15,&gt;&#x3D;7.0.0, &lt;7.4.0",Composer,"0,Sep,2015"
M,Cross-site Scripting (XSS),org.webjars.npm:dijit,"[0,]",Maven,"1,Feb,2018"
M,Cross-site Scripting (XSS),org.webjars.bowergithub.dojo:dijit,"[0,]",Maven,"1,Feb,2018"
M,Cross-site Scripting (XSS),org.webjars.bower:dijit,"[0,]",Maven,"1,Feb,2018"
M,Cross-site Scripting (XSS),org.jbpm:jbpm-console-ng-human-tasks-client,"[6.0.0.Final,6.1.0.Final)",Maven,"1,Feb,2018"
H,Cross-site Scripting (XSS),html-janitor,*,npm,"1,Feb,2018"
M,Cross-site Scripting (XSS),moodle/moodle,"&gt;&#x3D;3.1, &lt;3.1.10,&gt;&#x3D;3.2, &lt;3.2.7,&gt;&#x3D;3.3, &lt;3.3.4",Composer,"1,Feb,2018"
M,Cross-site Scripting (XSS),dojo,"[,1.1.0)",NuGet,"2,May,2016"
M,Cross-site Scripting (XSS),org.dojotoolkit:dojo,"[,1.1.0)",Maven,"2,May,2016"
M,Cross-site Scripting (XSS),org.apache.geronimo.plugins:dojo,"[,1.1.0)",Maven,"2,May,2016"
H,Cross-site Scripting (XSS),marked,&gt;&#x3D;0.3.1 &lt;0.3.6,npm,"2,Apr,2016"
H,Cross-site Scripting (XSS),org.webjars:marked,"[0,]",Maven,"2,Apr,2016"
M,Cross-site Scripting (XSS),org.elasticsearch:elasticsearch,"[,1.4.0.Beta1)",Maven,"2,Dec,2016"
M,Cross-site Scripting (XSS),org.springframework:spring-webmvc,"[3.0.0.RELEASE,3.2.8.RELEASE),[4.0.0.RELEASE,4.0.2.RELEASE)",Maven,"2,Dec,2016"
M,Cross-site Scripting (XSS),rendertron-middleware,&lt;0.1.3,npm,"1,Dec,2018"
M,Cross-site Scripting (XSS),typo3/cms-core,"&gt;&#x3D;7.0.0, &lt;7.6.32,&gt;&#x3D;8.5.0, &lt;8.7.21,&gt;&#x3D;9.0.0, &lt;9.5.2",Composer,"1,Dec,2018"
M,Cross-site Scripting (XSS),typo3/cms,"&gt;&#x3D;7.0.0, &lt;7.6.32,&gt;&#x3D;8.5.0, &lt;8.7.21,&gt;&#x3D;9.0.0, &lt;9.5.2",Composer,"1,Dec,2018"
M,Cross-site Scripting (XSS),typo3/cms-core,"&gt;&#x3D;8.0.0, &lt;8.7.21,&gt;&#x3D;7.0.0, &lt;7.6.32,&gt;&#x3D;9.0.0, &lt;9.5.2",Composer,"1,Dec,2018"
M,Cross-site Scripting (XSS),typo3/cms,"&gt;&#x3D;8.0.0, &lt;8.7.21,&gt;&#x3D;7.0.0, &lt;7.6.32,&gt;&#x3D;9.0.0, &lt;9.5.2",Composer,"1,Dec,2018"
M,Cross-site Scripting (XSS),typo3/cms-core,"&gt;&#x3D;8.0.0, &lt;8.7.21,&gt;&#x3D;7.5.0, &lt;7.6.32,&gt;&#x3D;9.0.0, &lt;9.5.2",Composer,"1,Dec,2018"
M,Cross-site Scripting (XSS),typo3/cms,"&gt;&#x3D;8.0.0, &lt;8.7.21,&gt;&#x3D;7.5.0, &lt;7.6.32,&gt;&#x3D;9.0.0, &lt;9.5.2",Composer,"1,Dec,2018"
M,Cross-site Scripting (XSS),aurelia-templating-resources,*,npm,"1,May,2021"
M,Cross-site Scripting (XSS),org.webjars.npm:aurelia-templating-resources,"[0,]",Maven,"1,May,2021"
M,Cross-site Scripting (XSS),com.adobe.acs:acs-aem-commons,"[,4.10.0)",Maven,"1,May,2021"
M,Cross-site Scripting (XSS),org.jenkins-ci.plugins:credentials,"[, 2.3.19)",Maven,"1,May,2021"
M,Cross-site Scripting (XSS),vconsole,&lt;3.5.2,npm,"1,May,2021"
H,Cross-site Scripting (XSS),bootstrap.switch,"[0,]",NuGet,"1,Aug,2020"
H,Cross-site Scripting (XSS),bootstrap-switch,*,npm,"1,Aug,2020"
H,Cross-site Scripting (XSS),org.webjars:bootstrap-switch,"[0,]",Maven,"1,Aug,2020"
H,Cross-site Scripting (XSS),org.webjars.npm:bootstrap-switch,"[0,]",Maven,"1,Aug,2020"
H,Cross-site Scripting (XSS),org.webjars.bowergithub.bttstrp:bootstrap-switch,"[0,]",Maven,"1,Aug,2020"
H,Cross-site Scripting (XSS),org.webjars.bower:bootstrap-switch,"[0,]",Maven,"1,Aug,2020"
M,Cross-site Scripting (XSS),org.owasp.antisamy:antisamy,"[,1.5.5)",Maven,"1,Aug,2020"
H,Cross-site Scripting (XSS),ca.uhn.hapi.fhir:hapi-fhir-testpage-overlay,"[0, 5.1.0)",Maven,"1,Aug,2020"
H,Cross-site Scripting (XSS),org.jenkins-ci.main:jenkins-core,"[, 2.252),[2.235.3, 2.235.4)",Maven,"1,Aug,2020"
H,Cross-site Scripting (XSS),org.jenkins-ci.main:jenkins-core,"[, 2.252),[2.235.3, 2.235.4)",Maven,"1,Aug,2020"
H,Cross-site Scripting (XSS),org.jenkins-ci.main:jenkins-core,"[, 2.252),[2.235.3, 2.235.4)",Maven,"1,Aug,2020"
M,Cross-site Scripting (XSS),symfony/symfony,"&lt;2.7.33,&gt;&#x3D;2.8.0, &lt;2.8.26,&gt;&#x3D;3.0.0, &lt;3.2.13,&gt;&#x3D;3.3.0, &lt;3.3.6",Composer,"3,Jul,2018"
M,Cross-site Scripting (XSS),october/october,&lt;1.0.437,Composer,"3,Jul,2018"
M,Cross-site Scripting (XSS),gleez/cms,&gt;&#x3D;0.0.0,Composer,"3,Jul,2018"
H,Cross-site Scripting (XSS),jupyterlab,"[3.1.0, 3.1.4),[3.0.0, 3.0.17),[2.3.0, 2.3.2),[2.2.0, 2.2.10),[, 1.2.1)",pip,"1,Aug,2021"
M,Cross-site Scripting (XSS),intelliants/subrion,&gt;&#x3D;0.0.0,Composer,"0,Aug,2021"
M,Cross-site Scripting (XSS),intelliants/subrion,&gt;&#x3D;0.0.0,Composer,"0,Aug,2021"
M,Cross-site Scripting (XSS),ids-enterprise,&lt;4.18.2,npm,"0,Jun,2019"
M,Cross-site Scripting (XSS),lartak/humhub,"&gt;&#x3D;1.3.12, &lt;1.3.13",Composer,"0,Jun,2019"
L,Cross-site Scripting (XSS),django,"[1.11.0,1.11.21),[2.1.0,2.1.9),[2.2.0, 2.2.2)",pip,"0,Jun,2019"
M,Cross-site Scripting (XSS),io.jenkins.plugins:warnings-ng,"[,5.1.0)",Maven,"0,Jun,2019"
M,Cross-site Scripting (XSS),shopware/shopware,"&gt;&#x3D;5.0.0, &lt;5.6.10",Composer,"2,May,2021"
M,Cross-site Scripting (XSS),com.shopizer:shopizer,"[0,]",Maven,"2,May,2021"
M,Cross-site Scripting (XSS),com.shopizer:shopizer,"[0,]",Maven,"2,May,2021"
M,Cross-site Scripting (XSS),github.com/dutchcoders/transfer.sh/server,&lt;1.2.4,Go,"2,May,2021"
M,Cross-site Scripting (XSS),curly-bracket-parser,*,npm,"2,Jul,2021"
M,Cross-site Scripting (XSS),lavalite/cms,&gt;&#x3D;0.0.0,Composer,"2,Jul,2021"
L,Cross-site Scripting (XSS),evolutioncms/evolution,&gt;&#x3D;0.0.0,Composer,"2,Jul,2021"
M,Cross-site Scripting (XSS),org.apache.archiva:archiva-webapp,"[,1.3.9]",Maven,"1,Jul,2016"
M,Cross-site Scripting (XSS),org.apache.archiva:archiva,"[,1.3.9]",Maven,"1,Jul,2016"
M,Cross-site Scripting (XSS),manila-ui,"[,2.6.0)",pip,"3,Jun,2016"
M,Cross-site Scripting (XSS),backbone,&lt;0.1.2,npm,"2,Jun,2016"
M,Cross-site Scripting (XSS),org.apache.solr:solr,"[,5.1)",Maven,"2,Jun,2016"
M,Cross-site Scripting (XSS),org.apache.solr:solr,"[,5.3.1)",Maven,"2,Jun,2016"
H,Cross-site Scripting (XSS),org.webjars.bower:angular,"[,1.5.0-beta.2)",Maven,"2,Jan,2017"
H,Cross-site Scripting (XSS),angularjs.core,"[,1.5.0)",NuGet,"2,Jan,2017"
H,Cross-site Scripting (XSS),angular,&gt;&#x3D;1.0.0 &lt;1.5.0-beta.0,npm,"2,Jan,2017"
H,Cross-site Scripting (XSS),org.webjars.npm:angular,"[1.0.0,1.5.0-beta.0)",Maven,"2,Jan,2017"
H,Cross-site Scripting (XSS),org.webjars.bower:angular,"[1.0.0,1.5.0-beta.0)",Maven,"2,Jan,2017"
M,Cross-site Scripting (XSS),angularjs.core,"[,1.3.0)",NuGet,"2,Jan,2017"
M,Cross-site Scripting (XSS),angular,&lt;1.3.0-rc.5,npm,"2,Jan,2017"
M,Cross-site Scripting (XSS),org.webjars.npm:angular,"(,1.3.0-rc.4)",Maven,"2,Jan,2017"
M,Cross-site Scripting (XSS),org.webjars.bower:angular,"(,1.3.0-rc.4)",Maven,"2,Jan,2017"
M,Cross-site Scripting (XSS),jspdf,&lt;2.0.0,npm,"0,Jul,2020"
M,Cross-site Scripting (XSS),org.webjars:jspdf,"[0,]",Maven,"0,Jul,2020"
M,Cross-site Scripting (XSS),org.webjars.npm:jspdf,"[0,2.2.0)",Maven,"0,Jul,2020"
M,Cross-site Scripting (XSS),org.webjars.bowergithub.mrrio:jspdf,"[0,2.3.1)",Maven,"0,Jul,2020"
M,Cross-site Scripting (XSS),org.webjars.bower:jspdf,"[0,2.3.1)",Maven,"0,Jul,2020"
M,Cross-site Scripting (XSS),org.jenkins-ci.plugins:zap-pipeline,"[0,]",Maven,"0,Jul,2020"
M,Cross-site Scripting (XSS),org.jenkins-ci.plugins:vncviewer,"[,1.8)",Maven,"0,Jul,2020"
M,Cross-site Scripting (XSS),org.jenkins-ci.plugins:vncrecorder,"[,1.35)",Maven,"0,Jul,2020"
M,Cross-site Scripting (XSS),org.jenkins-ci.plugins:vncrecorder,"[,1.35)",Maven,"0,Jul,2020"
M,Cross-site Scripting (XSS),org.jenkins-ci.plugins:sonargraph-integration,"[,3.0.1)",Maven,"0,Jul,2020"
M,Cross-site Scripting (XSS),org.jenkins-ci.plugins:link-column,"[0,]",Maven,"0,Jul,2020"
M,Cross-site Scripting (XSS),org.jenkins-ci.plugins:compatibility-action-storage,"[0,]",Maven,"0,Jul,2020"
L,Cross-site Scripting (XSS),keycloak-connect,&lt;10.0.0,npm,"0,Jul,2020"
H,Cross-site Scripting (XSS),october/october,"&gt;&#x3D;1.0.319, &lt;1.0.467",Composer,"0,Jul,2020"
M,Cross-site Scripting (XSS),tileserver-gl,&lt;3.1.0,npm,"0,Jul,2020"
M,Cross-site Scripting (XSS),org.jboss.seam:jboss-seam-remoting,"[2,2.3.1.Final)",Maven,"2,Jan,2018"
M,Cross-site Scripting (XSS),contao/newsletter-bundle,"&gt;&#x3D;4.0.0, &lt;4.1.0",Composer,"2,Jan,2018"
M,Cross-site Scripting (XSS),contao/core,"&gt;&#x3D;3.0.0, &lt;3.5.32",Composer,"2,Jan,2018"
M,Cross-site Scripting (XSS),brasil.gov.portal,"[,1.5.1)",pip,"2,Jan,2018"
M,Cross-site Scripting (XSS),markdown2,"[,2.3.7)",pip,"1,Jan,2018"
M,Cross-site Scripting (XSS),bootstrap-sass,&lt;3.4.0,RubyGems,"1,Jan,2018"
M,Cross-site Scripting (XSS),bootstrap,"&gt;&#x3D;4.0.0-alpha, &lt;4.0.0-beta.2",RubyGems,"1,Jan,2018"
M,Cross-site Scripting (XSS),bootstrap-sass,&lt;3.4.0,npm,"1,Jan,2018"
M,Cross-site Scripting (XSS),bootstrap,"&lt;3.4.0,&gt;&#x3D;4.0.0-alpha &lt;4.0.0-beta.2",npm,"1,Jan,2018"
M,Cross-site Scripting (XSS),ua.mobius.media:bootstrap,"[,3.4.0),[4.0.0-alpha,4.0.0-beta.2)",Maven,"1,Jan,2018"
M,Cross-site Scripting (XSS),ru.taskurotta:bootstrap,"[,3.4.0),[4.0.0-alpha,4.0.0-beta.2)",Maven,"1,Jan,2018"
M,Cross-site Scripting (XSS),org.wildfly.swarm:bootstrap,"[,3.4.0),[4.0.0-alpha,4.0.0-beta.2)",Maven,"1,Jan,2018"
M,Cross-site Scripting (XSS),org.webjars:bootstrap-sass,"[,3.4.0)",Maven,"1,Jan,2018"
M,Cross-site Scripting (XSS),org.webjars:bootstrap,"(,3.4.0),[4.0.0-alpha,4.0.0-beta.2)",Maven,"1,Jan,2018"
M,Cross-site Scripting (XSS),org.webjars.npm:bootstrap-sass,"[,3.4.0)",Maven,"1,Jan,2018"
M,Cross-site Scripting (XSS),org.webjars.npm:bootstrap,"(,3.4.0),[4.0.0-alpha,4.0.0-beta.2)",Maven,"1,Jan,2018"
M,Cross-site Scripting (XSS),org.webjars.bowergithub.twbs:bootstrap-sass,"[,3.4.0)",Maven,"1,Jan,2018"
M,Cross-site Scripting (XSS),org.webjars.bowergithub.twbs:bootstrap,"(,3.4.0),[4.0.0-alpha,4.0.0-beta.2)",Maven,"1,Jan,2018"
M,Cross-site Scripting (XSS),org.webjars.bowergithub.jasny:bootstrap,"[0,]",Maven,"1,Jan,2018"
M,Cross-site Scripting (XSS),org.webjars.bowergithub.angular-ui:bootstrap,"[0,]",Maven,"1,Jan,2018"
M,Cross-site Scripting (XSS),org.webjars.bower:bootstrap-sass,"[0,]",Maven,"1,Jan,2018"
M,Cross-site Scripting (XSS),org.webjars.bower:bootstrap,"[,3.4.0),[4.0.0-beta, 4.0.0-beta.3)",Maven,"1,Jan,2018"
M,Cross-site Scripting (XSS),org.ow2.jonas:bootstrap,"[,3.4.0),[4.0.0-alpha,4.0.0-beta.2)",Maven,"1,Jan,2018"
M,Cross-site Scripting (XSS),org.jszip.redist:bootstrap,"[0,]",Maven,"1,Jan,2018"
M,Cross-site Scripting (XSS),li.rudin.mavenjs:bootstrap,"[,3.4.0),[4.0.0-alpha,4.0.0-beta.2)",Maven,"1,Jan,2018"
M,Cross-site Scripting (XSS),fr.norad.bootstrap:bootstrap,"[,3.4.0),[4.0.0-alpha,4.0.0-beta.2)",Maven,"1,Jan,2018"
M,Cross-site Scripting (XSS),com.loopeer.android:bootstrap,"[,3.4.0),[4.0.0-alpha,4.0.0-beta.2)",Maven,"1,Jan,2018"
M,Cross-site Scripting (XSS),ezsystems/ezpublish-kernel,"&gt;&#x3D;7.0.0, &lt;7.5.15.2,&lt;6.13.8.2",Composer,"2,Mar,2021"
M,Cross-site Scripting (XSS),ezsystems/ezplatform-kernel,"&lt;1.2.5.1,&gt;&#x3D;1.3.0, &lt;1.3.1.1",Composer,"2,Mar,2021"
M,Cross-site Scripting (XSS),qiita-markdown,&lt;0.33.0,RubyGems,"1,Mar,2021"
M,Cross-site Scripting (XSS),concrete5/concrete5,&lt;8.5.5,Composer,"1,Mar,2021"
M,Cross-site Scripting (XSS),zencart/zencart,"&gt;&#x3D;1.5.6d, &lt;1.5.7a",Composer,"1,Mar,2021"
L,Cross-site Scripting (XSS),typo3/cms-core,"&gt;&#x3D;11.0.0, &lt;11.1.1,&gt;&#x3D;10.0.0, &lt;10.4.14,&lt;9.5.25",Composer,"1,Mar,2021"
L,Cross-site Scripting (XSS),typo3/cms-backend,"&gt;&#x3D;11.0.0, &lt;11.1.1,&gt;&#x3D;10.0.0, &lt;10.4.14,&lt;9.5.25",Composer,"1,Mar,2021"
L,Cross-site Scripting (XSS),typo3/cms,"&gt;&#x3D;11.0.0, &lt;11.1.1,&gt;&#x3D;10.0.0, &lt;10.4.14,&lt;9.5.25",Composer,"1,Mar,2021"
M,Cross-site Scripting (XSS),typo3/cms-core,"&gt;&#x3D;11.0.0, &lt;11.1.1,&gt;&#x3D;10.0.0, &lt;10.4.14",Composer,"1,Mar,2021"
M,Cross-site Scripting (XSS),typo3/cms-backend,"&gt;&#x3D;11.0.0, &lt;11.1.1,&gt;&#x3D;10.0.0, &lt;10.4.14",Composer,"1,Mar,2021"
M,Cross-site Scripting (XSS),typo3/cms,"&gt;&#x3D;11.0.0, &lt;11.1.1,&gt;&#x3D;10.0.0, &lt;10.4.14",Composer,"1,Mar,2021"
C,Cross-site Scripting (XSS),munkireport/munki_facts,&lt;1.5,Composer,"2,Jul,2020"
M,Cross-site Scripting (XSS),org.jenkins-ci.plugins:htmlpublisher,"[,1.21)",Maven,"0,Oct,2019"
M,Cross-site Scripting (XSS),org.opennms.core:org.opennms.core.web-assets,"[,27.2.0)",Maven,"2,May,2021"
M,Cross-site Scripting (XSS),org.opennms:opennms-webapp,"[,27.2.0)",Maven,"2,May,2021"
M,Cross-site Scripting (XSS),org.opennms.core:org.opennms.core.web-assets,"[,27.2.0)",Maven,"2,May,2021"
H,Cross-site Scripting (XSS),plone,"[0,]",pip,"2,May,2021"
H,Cross-site Scripting (XSS),vrana/adminer,"&gt;&#x3D;4.6.1, &lt;4.8.1",Composer,"2,May,2021"
M,Cross-site Scripting (XSS),github.com/grafana/grafana,&lt;5.3.2,Go,"2,Nov,2018"
M,Cross-site Scripting (XSS),inline-source,&lt;6.1.7,npm,"2,Nov,2018"
M,Cross-site Scripting (XSS),serve-handler,&lt;5.0.3,npm,"1,Nov,2018"
M,Cross-site Scripting (XSS),ckeditor,&gt;&#x3D;4.0.0 &lt;4.11.0,npm,"1,Nov,2018"
M,Cross-site Scripting (XSS),com.sun.faces:jsf-impl,"[2.0.0,2.2.6)",Maven,"0,Feb,2014"
L,Cross-site Scripting (XSS),ember-source,"&lt; 1.3.2, &gt;&#x3D; 1.3,&lt; 1.2.2, &gt;&#x3D; 1.2.0",RubyGems,"0,Feb,2014"
M,Cross-site Scripting (XSS),ember-source,"&gt;&#x3D;1.4.0.beta.1, &lt;1.4.0.beta.2,&gt;&#x3D;1.3.0, &lt;1.3.1,&gt;&#x3D;1.2.0, &lt;1.2.1,&gt;&#x3D;1.1.0, &lt;1.1.3,&lt;1.0.1",RubyGems,"1,Jan,2014"
M,Cross-site Scripting (XSS),org.apache.hadoop:hadoop-hdfs,"[,2.7.0)",Maven,"2,May,2017"
M,Cross-site Scripting (XSS),org.apache.brooklyn:brooklyn-jsgui,"[,0.10.0)",Maven,"2,May,2017"
M,Cross-site Scripting (XSS),mautic/core,&lt;2.13.0,Composer,"2,Jan,2021"
M,Cross-site Scripting (XSS),mautic/core,&lt;2.14.0,Composer,"2,Jan,2021"
M,Cross-site Scripting (XSS),mautic/core,"&gt;&#x3D;2.1.0, &lt;2.12.0",Composer,"2,Jan,2021"
H,Cross-site Scripting (XSS),mautic/core,"&gt;&#x3D;3.0.0, &lt;3.2.4,&lt;2.16.5",Composer,"2,Jan,2021"
H,Cross-site Scripting (XSS),mautic/core,"&gt;&#x3D;3.0.0, &lt;3.2.4,&lt;2.16.5",Composer,"2,Jan,2021"
M,Cross-site Scripting (XSS),mautic/core,&lt;2.14.0,Composer,"2,Jan,2021"
H,Cross-site Scripting (XSS),mediawiki/core,"&gt;&#x3D;1.31.0, &lt;1.31.10,&gt;&#x3D;1.32.0, &lt;1.34.4",Composer,"2,Sep,2020"
M,Cross-site Scripting (XSS),mediawiki/core,"&gt;&#x3D;1.31.0, &lt;1.31.10,&gt;&#x3D;1.32.0, &lt;1.34.4",Composer,"2,Sep,2020"
M,Cross-site Scripting (XSS),mediawiki/core,"&gt;&#x3D;1.32.0, &lt;1.34.4,&gt;&#x3D;1.31.0, &lt;1.31.9",Composer,"2,Sep,2020"
M,Cross-site Scripting (XSS),djaiss/monica,&lt;2.19.1,Composer,"1,Apr,2021"
M,Cross-site Scripting (XSS),lavalite/cms,&gt;&#x3D;0.0.0,Composer,"1,Apr,2021"
M,Cross-site Scripting (XSS),@nextcloud/dialogs,&lt;3.1.2,npm,"1,Apr,2021"
M,Cross-site Scripting (XSS),contao/core-bundle,"&gt;&#x3D;3.0.0, &lt;3.5.35,&gt;&#x3D;4.0.0, &lt;4.4.18,&gt;&#x3D;4.5.0, &lt;4.5.7",Composer,"2,Apr,2018"
L,Cross-site Scripting (XSS),public,&lt;0.1.4,npm,"1,Apr,2018"
L,Cross-site Scripting (XSS),glance,*,npm,"1,Apr,2018"
M,Cross-site Scripting (XSS),phpmyadmin/phpmyadmin,&lt;4.8.3,Composer,"2,Aug,2018"
M,Cross-site Scripting (XSS),villagedefrance/opencart-overclocked,&gt;&#x3D;0.0.0,Composer,"2,Aug,2018"
H,Cross-site Scripting (XSS),node-red,&lt;0.18.6,npm,"2,Aug,2018"
M,Cross-site Scripting (XSS),m-server,&lt;1.4.2,npm,"2,Aug,2018"
M,Cross-site Scripting (XSS),buttle,*,npm,"2,Aug,2018"
M,Cross-site Scripting (XSS),jplayer,&lt;2.3.0,npm,"2,Aug,2018"
